lat,lon,ele_m,name
30.69087,79.70411,6727,HATHI PARVAT
35.13650,77.06630,6727,Gyong Kangri
37.16087,72.48092,6726,пик Карла Маркса
28.04515,86.74914,6726,红旗西北峰 / 塔尔克岗
33.72526,78.52744,6725,Kangju Kangri
38.56786,72.38349,6725,Фиккера
28.20611,87.60895,6724,尼诺日
36.02250,79.33342,6722,Kashugul Pyramid
28.25320,90.53661,6722,杠沙
30.80971,79.22551,6721,Swachhand Peak
31.01361,79.07146,6721,Matri
30.13649,82.19939,6721,库比岗日 / 拉查玛
-31.97927,-70.11309,6720,Cerro Mercedario
-27.11374,-68.55665,6720,?
32.80825,81.00105,6720,昂龙岗日 ངང་ལུང་གངས་རི
27.80934,86.54095,6719,Likhu Chuli
39.34649,72.78380,6717,пик Дзержинского
36.57835,71.89941,6716,?
31.02309,79.12214,6715,?
38.53892,75.28015,6715,库克色勒峰
27.98109,88.69959,6715,Gurudongmar
28.02813,86.85449,6714,林禅峰 लिंगट्रेन
28.12915,86.77223,6711,九大峰
42.05435,80.29333,6710,?
28.16598,89.76593,6710,Masang Kang - 玛桑岗
30.71106,79.69932,6708,Gauri Parbat
39.34146,72.77594,6705,?
28.68751,84.32503,6704,Chombi
30.85968,79.17502,6702,Vasuki S
42.04919,80.04413,6701,Неру 涅鲁峰
35.84705,79.57334,6700,Khan Yalik
36.65535,72.19583,6700,Koh-e Shogordok
28.20260,85.81540,6700,Bhairav Takura
27.89226,87.96838,6700,?
28.13770,90.03521,6700,?
28.17459,89.99734,6700,?
28.68662,83.76641,6698,?
28.57321,85.50370,6698,夏当峰
28.46145,84.68694,6693,Rani peak
30.57821,94.46740,6692,勒普
27.57732,88.21717,6691,Pandim
36.21688,82.03571,6691,Selik Gulam Muztag
30.20815,93.42121,6691,哈巴康布
30.29483,79.77405,6690,Trisul II
30.81171,79.07574,6690,?
39.34922,72.95671,6690,Пик Единства
27.80418,86.56887,6687,Pāniyo Tāpā
34.52631,78.28647,6685,Charbagh Kangri
38.96426,72.02141,6685,Хохлова
27.88144,86.48922,6685,Tsoboje
27.79671,86.80881,6685,?
27.89958,88.87173,6685,乱波仁青
30.82376,79.24045,6684,?
29.56831,101.89163,6684,龙山
39.34769,73.04343,6683,Кызылагын
38.97188,72.05599,6682,40-летия Узбекистана
39.06568,72.00252,6682,?
27.85536,87.10820,6682,谢尔松西北峰
28.34651,91.15044,6682,夏拉拉岗 ཤར་ལ་ལ་སྒང་།
28.56725,85.50419,6681,夏当南峰
28.37586,85.84124,6681,热强 III
30.04989,81.09880,6680,Ураб
30.33933,79.88019,6678,Devasthan I
30.99811,79.11843,6678,Yogeshwar
27.59461,88.08980,6678,Rathong
28.10311,89.54751,6678,岗钦达
36.72887,74.10039,6677,Koz Sar
28.39165,85.18680,6676,普拥 Puyung
28.23684,90.56529,6676,接响
27.85584,86.56511,6675,?
28.85116,90.20663,6674,Kalurong
27.86512,87.99211,6673,Pandra
30.91866,78.84600,6672,Gangotri I
28.37623,84.67681,6672,Bhauda Himal
28.49889,85.58892,6671,郭巴隆峰
27.68020,88.25403,6671,?
30.80270,79.06836,6670,?
28.27098,85.63050,6669,Shalbachum
28.08555,87.60735,6669,阿玛直米 I
27.76733,86.82360,6668,?
30.83859,79.23583,6666,?
32.93301,78.45716,6666,Lungser Kangri
28.21103,89.92321,6666,?
27.89772,86.52041,6664,?
30.29020,79.95497,6663,Panwali Doar
36.70349,73.06449,6662,Thui II
36.72537,73.17178,6662,Thui I
28.55560,85.50779,6662,纳淌峰
27.85326,89.33009,6662,汤嘎龙拉
30.86721,79.03382,6660,Meru Peak
28.16901,89.76890,6660,?
34.99037,77.22528,6659,Thusa Kangri
27.80544,86.52257,6659,Big Phera-Go Nup
-27.19587,-68.56104,6658,Walther Penck
28.02327,86.80086,6658,康里西峰
30.90663,93.76083,6656,Sepu Lhazo Bumbla
32.31737,78.54506,6655,喀赛咯尔日
30.99445,79.09338,6654,Chaturbhuj
27.77436,86.90804,6654,Peak 41
28.65123,83.85095,6652,?
27.68631,88.02511,6652,Phole South
29.62633,101.90618,6652,贡子峰
28.64309,83.85531,6650,?
27.79648,86.56811,6650,?
28.87363,84.15988,6650,Chhiv Himal
28.23722,90.60496,6650,?
30.91368,93.77525,6650,Turquoise Flower
30.31016,79.87134,6648,?
28.49749,85.15730,6648,Langbo Kangri / Riogbanba
30.35229,94.01461,6648,垭宁作普
27.95703,86.51425,6647,Khang Karpo
28.80064,91.96529,6647,雅拉香波/ཡར་ལྷ་ཤམ་པོ།
29.85944,82.70573,6647,绒来岗日
31.94720,78.76354,6646,Ninjeri
38.99507,72.09267,6645,пик Ахмади Дониша
27.68654,88.00701,6645,Phole Sobithonje
35.20001,78.63799,6644,团结峰
30.05307,81.09337,6644,Yoka Pahad II
28.58125,85.49812,6643,夏当北峰
32.57296,78.30943,6642,Undung Kangri
38.98396,72.05802,6641,пик Клары Цеткин
28.12027,90.41592,6640,?
28.77979,83.46073,6639,Mukut Himal
36.04775,80.11891,6638,?
29.95088,81.11990,6638,Dhaulagari
31.06784,81.31193,6638,གངས་རིན་པོ་ཆེ 冈仁波齐峰
42.21922,80.25080,6637,Шығыс Шатыры - 东方帐篷
28.53395,85.51051,6637,达热坚峰
28.12882,85.86854,6637,普尔波加竹雪山
28.02191,86.87219,6636,孔布则峰 ཁུམ་བུ།་རྩེ खुम्बुत्से
-10.26862,-76.90556,6635,Yerupajá
30.58683,79.97948,6635,?
27.89583,86.97335,6635,Num Ri
28.01962,88.06478,6634,康郎阿
28.17673,92.76766,6633,达巴西里
30.85470,78.85618,6632,Jaonli
32.09054,77.73467,6632,Parvati Parbat
28.32824,85.72664,6632,Goldum
27.98209,88.68482,6630,Gurudongmar West
30.21496,94.19049,6630,错堆峰
29.41198,82.56017,6627,Kande Hiuchuli
42.26254,80.88869,6627,雪莲峰
27.93155,88.79794,6626,?
30.37151,94.02111,6626,色多
28.08004,87.60518,6625,阿玛直米 II
29.61415,95.04367,6625,?
31.03992,83.43993,6625,?
29.71901,82.79851,6623,章地
27.78997,86.78521,6623,थम्सेर्कु
32.96133,78.44263,6622,Chamser Kangri
28.20887,86.69777,6622,军民西峰
30.91020,93.75099,6621,Lhallum Tamcho
33.49607,91.16674,6621,各拉丹冬峰
30.46055,80.01983,6620,Deo Damla
28.62959,84.68230,6620,Pangpoche I
28.32881,85.72455,6620,?
30.30789,93.54092,6620,森的厚
30.85925,93.91331,6619,玛沃岗日Nawu Kangri
27.79572,86.80746,6618,?
29.73410,101.91671,6618,爱德嘉峰
35.81191,76.16724,6617,Kruksum South
28.13475,86.94574,6617,前进峰
39.45611,73.56741,6614,Курумды
28.08124,90.36846,6613,穷哈日岗
30.29591,93.54695,6613,初切波
30.78126,79.12933,6612,Kharchakund
39.06925,72.13118,6612,Тухачевского
29.23251,82.87416,6612,Kānji̇̄robā Himāl
28.20008,89.94540,6612,康日孜松
30.30175,79.97835,6611,Nanda Khat
28.78208,83.48383,6611,Sita Chuchura
29.98120,81.01549,6611,?
35.71514,76.11688,6610,Paiju Peak
28.78152,83.47356,6610,?
28.35253,85.65937,6609,曲松多日
30.00583,81.12729,6609,Raksha Urai III
27.96652,88.28595,6607,寇拉岗 I Kora Kang I
35.28845,74.55407,6606,Ganalo Peak
28.20642,86.71520,6605,军民东峰
30.61548,94.38769,6605,琼拉莫波
38.96680,72.06801,6603,Пионерской Правды
28.74553,83.11960,6603,?
28.29641,85.66791,6601,Kyunga Ri 1
27.75120,88.09357,6601,Ramthang Lho
35.33343,74.68158,6600,?
28.74403,83.11590,6600,?
27.76212,86.56505,6600,?
28.88661,84.30744,6600,?
28.24615,85.46995,6600,Lirung II
28.24080,85.74728,6600,?
28.25663,85.74210,6600,?
27.90613,88.02730,6600,德吉讷
28.16973,90.01391,6600,?
28.73627,83.14286,6598,?
30.29860,79.94277,6596,?
30.73092,79.40420,6596,Nilkantha
28.15772,86.56254,6596,乔拉藏
38.81107,72.07181,6595,Гармо
28.32552,85.73184,6595,?
31.95367,78.36448,6593,Manirang
28.10185,86.60235,6592,中尼友谊峰 China - Nepal Friendship Peak
36.73234,84.56915,6592,?
28.17555,85.81749,6591,Madiya Peak
-27.19962,-68.55655,6590,Walther Penck Sur
30.90541,78.85755,6590,Gangotri II
38.51500,75.27711,6590,?
28.18625,87.61430,6590,尼诺日南峰
30.47059,86.55787,6590,?
30.83672,91.48888,6590,桑丹康桑峰
30.29353,93.78206,6590,穷姆打支
30.87431,93.97556,6590,扎西它丁
31.00639,79.19817,6587,?
30.12785,94.23587,6586,日西米岗日
31.92346,78.75986,6585,Granite Peak
27.58872,88.13187,6585,Kabru Dome
30.01259,80.95776,6585,?
28.73682,84.03510,6584,Chulu
-27.12465,-68.56029,6580,?
36.50302,71.88838,6580,?
36.36865,75.27497,6580,Ardver Sar
28.08248,87.62090,6580,阿玛直米东峰
34.27185,80.85198,6580,?
35.99437,81.59343,6580,?
30.80607,79.03527,6578,Bhartekunta
28.59095,85.49736,6578,吉纳巴杂峰
28.40052,91.12117,6578,岗觉罗
30.88264,78.86946,6577,Gangotri III
33.60694,76.13061,6574,Sickle Moon
36.04673,74.82566,6574,Saddle Peak
36.03824,74.85646,6574,Phuparash
33.67549,76.30801,6573,Doda
27.80816,86.86585,6573,Malāṅphulāṅ
28.11000,86.82660,6573,曙光峰
35.82053,76.17107,6572,克鲁克苏姆北峰
28.00410,86.51915,6572,Pangbuk Ri
42.03788,80.50424,6571,琼库孜巴依峰
-33.35839,-69.77037,6570,Cumbre Sur
28.66000,83.30486,6570,Konabon Peak
30.54344,94.44017,6570,琼波波绒
30.47492,80.01074,6568,Mangraon
30.92580,78.99813,6568,Manda II
38.99998,72.07746,6567,пик Ахмади Дониша Северный
28.25649,85.60553,6567,Yansa Tsenji
28.81410,84.43050,6566,Phu Khang North
-33.35443,-69.77074,6565,Cumbre Norte
30.98726,79.15199,6565,Atal - 1
37.11541,72.49977,6565,пик Таджикистана
42.10622,80.26147,6565,?
-33.35903,-69.76604,6563,?
28.06474,86.91058,6563,建设山
28.15212,85.77524,6563,?
30.30259,82.12829,6563,藏拉山
36.79742,84.91518,6563,?
33.98893,76.03844,6560,White Needle
27.77675,86.56571,6560,?
28.08755,89.53306,6560,策加岗
30.42675,80.29703,6559,Chiring We
30.82851,79.60375,6559,Mandir Parbat
28.65733,83.84291,6559,?
39.46020,73.54059,6558,Курумды Западная Южная
30.85870,79.25479,6557,Chandra Parbat S
30.99626,79.15225,6557,Atal-2
28.46630,85.60007,6557,郭洛峰
28.84319,83.49678,6556,Hongde
29.36851,82.77809,6556,Tsho Karpo Kang
30.30139,82.14834,6556,昂若
39.46200,73.54294,6554,Курумды Западная Северная
27.94875,88.24895,6554,寇拉岗 II Kora Kang II
31.35369,78.61378,6553,Rangrik Rang
32.12548,77.71047,6553,Kullu Pumori
35.42533,76.50784,6553,Thanda Parbat
36.84306,72.65472,6553,Rahozon Zom S
29.32619,82.73520,6553,Tripura Thumba
39.05651,72.13923,6552,Карпинского
27.87233,86.55279,6552,Langmoche Ri
30.01489,81.13220,6552,Raksha Urai IV
36.15480,72.32686,6551,Buni Zom
35.22721,74.49909,6550,?
28.16102,85.78097,6550,?
27.94310,88.20554,6550,?
28.03438,90.44854,6550,?
30.22166,93.41128,6550,?
30.57878,94.20760,6550,夺嘎
30.51827,79.96337,6547,?
28.18804,90.40132,6547,巴里加岗日
33.12860,78.44352,6546,Chalung
35.42999,76.51082,6544,Kapura Peak
35.82324,76.19330,6544,克鲁克苏姆东峰
30.88000,79.06311,6543,Shivling
38.49554,72.37112,6542,Туманный
28.37396,91.13887,6542,哲玛母勇
30.14476,94.16012,6542,林布岗则嘎波
35.60788,79.94743,6540,Cholpanglik I
35.79279,79.59273,6540,Kor 65
29.77574,101.88665,6540,嘉子峰
30.25479,80.37545,6539,Rajrambha
30.31174,79.94858,6538,?
27.72343,88.29998,6538,?
42.04168,80.00575,6537,Памяти экипажа «Союза-11»
34.22297,78.65751,6536,Chang Chenmo Kangri
28.76730,83.09874,6536,Dogari Himal
27.83982,87.02601,6535,?
28.32560,91.10194,6535,茶拉托岗
33.39726,78.44178,6534,Chakula
30.57925,94.46447,6534,勒普卫峰
30.97144,79.71823,6532,加内希-帕马巴特山
27.87206,89.36812,6532,次仁岗/养莫可朗
28.69238,83.78541,6530,?
28.15464,85.77980,6530,?
29.81279,84.63479,6530,普拉喜琼
30.34956,79.88056,6529,Devasthan II
30.90521,79.00057,6529,Manda III
31.03471,79.05319,6529,Chirbas Parbat
28.68101,83.24537,6529,Ghustang
29.68265,83.00797,6529,巴穷哈姆
42.12049,80.24103,6527,?
42.25316,80.90617,6527,雪莲南峰
42.25959,80.95799,6527,雪莲东峰
30.84208,79.25025,6526,?
32.13685,77.77594,6526,Shigri Parbat
27.91692,86.52820,6526,?
38.51453,75.28387,6525,克孜色勒峰
29.39044,96.49486,6525,岗日噶布拉峰（Gemsong）
28.83067,84.40083,6524,Phungi
28.19193,90.16101,6524,晓拉日 II 峰
30.52883,79.89765,6523,?
34.90976,77.14415,6523,Rirap
28.92616,90.18630,6522,?
35.07664,76.97214,6521,Gharkun
29.41727,82.58222,6521,?
30.86359,79.68053,6520,Bidhan
36.59291,73.34159,6518,Ghamubar Zom
28.18250,85.81385,6518,?
32.54600,77.41154,6517,Mulkila
27.94534,88.80617,6517,?
33.54491,76.46451,6515,Hagshu
36.87750,72.95889,6513,Koh-e Baba Tangi
28.64267,85.43907,6513,都当峰
30.88400,79.13558,6512,Baghirathi Parbat II
30.93958,78.99647,6511,Manda I
42.21666,80.22853,6511,Батыс Шатыры - 西边帐篷
27.73347,86.61184,6511,Karyolung
30.28157,80.37569,6510,Chaudhara
36.01923,75.49209,6510,?
35.72295,78.68738,6510,喀拉喀什山
37.17159,72.51932,6510,Пик Энгельса
27.77273,86.82214,6510,?
28.17028,85.81749,6510,6510
39.01059,72.10928,6509,пик Калинина
28.51276,98.60654,6509,错改腊卡
36.04803,75.54869,6508,Biafo Hispar Peak
30.97676,79.09403,6507,Sudarshan Parbat
31.03115,79.45911,6507,?
32.03684,77.77656,6507,Dibibokri Parvat
32.02557,77.78626,6507,?
38.93204,71.90676,6507,Ленинград
28.30318,85.66243,6506,Kyunga Ri 2
28.56033,83.98364,6505,?
28.19797,91.86414,6505,空布岗
30.60509,79.96562,6504,Gorur Parvat
30.82812,79.15847,6504,?
33.45921,91.12680,6503,?
36.85222,72.65250,6502,Rahozon Zom N
38.53324,72.38157,6502,Грина
28.15196,90.12879,6502,康普岗 III 峰
30.48022,93.63195,6502,益西多吉
28.58949,83.88151,6501,Singu Chull
28.80060,84.01680,6500,Purpung Himal
28.14319,85.87134,6500,Jugal
28.03587,86.86085,6497,向阳峰
28.30995,90.71579,6497,过拉卡日
34.93428,77.63818,6496,Laknak Kangri
28.03261,87.00441,6496,卡策峰 དཀར་རྩེ
27.89731,86.77937,6495,Taboche
27.97181,88.23760,6494,哨兵峰 Sentinel Peak
30.32934,82.16130,6493,支玛雍丹夫山
28.04890,86.53421,6492,莫哈冷古尔康日
27.95784,88.26597,6492,寇拉岗 III Kora Kang III
28.50281,84.08425,6490,?
30.53218,79.91080,6489,Purbi Dunagiri
30.60807,94.75280,6488,孔嘎
27.80402,86.59645,6487,Tengkangpoche
33.45502,76.15553,6485,Brammah II
34.03327,76.09308,6485,Rungofarka
34.79331,80.30413,6485,?
27.86135,87.00264,6485,?
30.64181,86.44163,6485,达果岗日/རྟ་སྒོ་གངས་རི།
36.18774,72.40087,6484,Awi Zom
28.77778,83.91829,6484,Khatung Kang
30.56602,94.20058,6484,?
36.74120,75.20383,6483,Chapchingal Sar
28.55714,84.06499,6483,?
29.55457,101.89952,6483,朱山
28.80890,83.94193,6482,Yakawa Kang
33.92468,89.25028,6482,普若岗日/བུ་རོགས་གངས་རི
28.10734,89.86131,6481,Tsenda Kang
42.22748,80.40591,6480,?
42.21909,80.47643,6480,?
28.18438,89.89571,6480,错嘎布岗日
28.41206,91.10908,6480,哲马正勇
29.85086,81.08857,6480,?
28.70429,84.38349,6479,?
27.70984,86.86866,6476,Mera Peak
28.22135,87.62122,6476,尼诺日北峰
30.78351,79.64413,6474,Nilgiri Parbat
28.15306,87.07991,6474,加朗
31.49180,78.37311,6473,Jorkanden
29.41275,82.56662,6473,?
42.27642,80.89640,6472,雪莲北峰
29.42263,82.58569,6471,?
42.22636,80.43495,6470,?
28.19981,87.44430,6470,普日加 / 金格 - Phuriga / Khinge
30.71687,79.73702,6468,Durpata
28.08457,90.53007,6468,错嘎龙岗日
28.13697,90.30154,6468,?
28.02150,88.04006,6466,岗拉庆 / 康郎节
30.08617,81.10930,6466,岗次仁 I
31.32746,78.58764,6465,P. 6465
30.87770,78.92498,6465,Jogin I
39.02081,72.11924,6465,Аюджилга
27.80205,86.86036,6464,?
-16.65500,-67.78366,6462,Illimani
-16.65533,-67.78349,6462,Pico Sur
27.70659,86.87119,6461,Mera Peak Central
28.19240,90.15227,6461,晓拉日 III 峰
-27.20977,-68.57460,6460,WP 3
38.18854,75.19213,6460,?
29.55741,101.89508,6460,朱山西卫峰
34.37709,85.83484,6460,藏色岗日 རྩང་སེར་གངས་རི།
35.44289,76.21223,6459,Honboro Peak
28.79131,87.62765,6457,拉圭扛日/ལྷ་རྒོད་གངས་རི།
35.89416,75.86326,6456,Latok IV
35.29916,74.66637,6455,West Chongra
27.75714,88.21770,6455,?
30.87199,79.13298,6454,Baghirathi Parbat III
28.17333,86.78890,6452,纳木错里
30.45233,94.40868,6452,龙巴哈真
32.21229,77.55372,6451,Papsura
30.84196,93.94060,6451,穷冲
-27.10992,-68.57239,6450,?
29.32150,82.73259,6450,?
29.42098,82.59071,6450,Patrāli̇̄
27.76198,86.90890,6450,?
27.89677,88.02131,6450,?
31.48585,83.49715,6450,?
29.28528,96.65701,6449,?
35.28765,74.65493,6448,South Chongra
31.33395,78.60247,6447,P. 6447
35.42576,76.45783,6447,Drifika Peak
38.96758,71.82166,6447,30-летия Советского Государства
27.76184,88.14466,6447,?
30.52937,93.48403,6447,卡甲乔
35.73627,76.57780,6446,?
38.93048,71.88228,6446,пик Абалакова
38.88969,72.00504,6445,Патриот
38.84332,75.14867,6445,?
30.60263,94.78382,6445,孔嘎卫峰
29.23718,82.78973,6444,Kānchauni̇̄ Lek
30.91137,79.28085,6443,Avalanche Peak
29.66419,94.99039,6442,?
36.16572,75.37717,6441,Khani Basa Sar
39.06168,72.13241,6441,Карпинского Северо-Западный
28.51000,83.85000,6441,Hiunchuli
36.73757,84.59225,6441,?
28.27122,85.62473,6441,?
28.69718,85.42237,6440,扎峰
30.18748,80.46969,6437,Panchchuli V
-28.07257,-68.97730,6436,Cerro Veladero
29.95383,86.44447,6436,སྟོབས་རྩེ་པོ
34.41694,85.63415,6436,布若岗日/བུ་རོག་གངས་རི
35.86621,71.08103,6435,Kōh-e Tūlōksā
36.83806,72.44639,6435,Koh-e Dusti
41.88618,80.13441,6435,科其喀尔峰
35.10414,78.29939,6433,大园山
27.75305,87.91875,6433,Tanga
38.55983,72.37522,6432,Омара Хайяма
27.83471,87.12656,6432,谢尔松 / 3峰
32.99652,78.48886,6430,Shukule West
29.68998,82.87377,6430,?
28.38609,84.67582,6430,?
29.76959,101.88699,6430,嘉子南峰
30.35388,80.78626,6430,公达次仁Sangthang
28.72510,84.05216,6429,Chulu East
27.97617,88.67021,6429,Yulhekang
-15.85414,-68.54083,6427,Ancohuma
28.43536,90.60982,6425,蒙达岗日
38.51817,72.37546,6424,Химик
27.81553,86.88859,6424,?
27.96656,88.30275,6424,寇拉岗 IV Kora Kang IV
27.91962,86.76518,6423,Cholatse
29.32406,96.60796,6423,岗亚打（Gangyada）
31.03545,79.19796,6422,Trimukhi Parbat
35.95908,75.70059,6422,Uzun Brakk
27.83697,87.14079,6422,亚乌拉
42.26714,80.81857,6422,雪莲西峰
28.78365,84.39713,6421,Karma Himal
28.33288,91.12828,6421,?
29.58454,95.10343,6421,?
36.68923,77.73407,6420,?
28.83734,83.51408,6420,?
28.21778,85.71461,6420,Langshisa Ri
27.91132,87.86487,6420,?
27.98868,88.18813,6420,卡隆普岗
29.99371,81.12541,6420,Raksha Urai II
30.39274,95.12563,6420,Jalong Kangri 1
34.10940,78.29819,6419,Angtung
38.83365,72.12731,6419,Комакадемии
28.74541,84.02283,6419,Chulu West
29.89981,94.94320,6419,马干工太
29.58426,101.86226,6418,贡嘎西卫峰
30.37662,94.02507,6418,?
32.91956,76.71117,6416,Menthosa
31.02270,79.43369,6416,Balbala
33.50350,76.04862,6416,Brammah I
36.72825,73.88995,6416,Chiantar Sar
28.78187,84.38676,6416,?
42.09672,80.25919,6415,?
-26.63211,-68.36084,6414,Cerro El Cóndor
36.23005,70.96636,6414,Pīr Yakhhā-ye Darah Sakhī
30.17548,94.04933,6414,尤隆
35.93572,75.56346,6413,Sosbun Brakk
29.22624,82.74504,6412,Lāshammā
28.27575,90.67219,6412,康米岗日
29.96571,86.44855,6412,?
35.13136,74.43598,6411,Sarwali Peak
30.10368,81.10944,6411,岗次仁玛Ⅱ峰
30.23843,80.43236,6410,Ngalaphu
32.70866,78.72726,6410,斯诺乌山 Shinowu
33.00379,78.50439,6410,Shukule North
42.12158,80.23525,6410,?
28.33049,85.14287,6410,?
29.52481,101.92509,6410,金银山（戴山）
30.01498,81.03781,6410,Nampa
30.81615,88.66200,6410,甲岗日/རྒྱ་སྒང་རི།
32.07325,77.75378,6408,Dibibokri Pyramid
30.23761,93.70976,6406,萨拉卡秀
-15.52046,-72.65826,6405,Nevado Coropuna
33.15214,78.42026,6405,Chalung North
38.25517,75.08847,6405,?
28.52500,85.57470,6405,郭洛强峰
28.17267,92.67456,6405,吉岗日
27.85887,86.89470,6402,Pema Dablam
32.00781,78.73317,6401,Peak 6401
28.27226,85.55263,6401,Kimshung
-27.13218,-68.58422,6400,?
-27.13112,-68.56860,6400,?
-15.54590,-72.66077,6400,Coropuna Oeste
36.11956,75.36532,6400,Hispar Sar
33.74851,77.55684,6400,Kang Yatse I
36.77611,72.45694,6400,Lunkho-e Sarqi
27.77622,87.07624,6400,?
27.91090,86.97166,6400,?
28.93262,86.08141,6400,藏拉
27.89293,87.99624,6400,?
28.16300,90.01861,6400,?
29.84763,81.03864,6400,?
-9.51477,-77.31057,6395,Huantsan
-9.02707,-77.66309,6395,Huandoy
34.14487,79.00990,6395,?
28.68917,83.37996,6395,Tsaurabong Peak
29.97621,80.86700,6395,?
29.60656,101.86129,6394,?
28.83516,84.16992,6393,Amotsang
30.39170,80.03058,6392,Latu Dhura
36.85222,72.41028,6392,Koh-e Shir
36.78221,84.87045,6392,?
28.85272,83.62897,6391,?
-25.57491,-67.90725,6390,Antofalla Sur
42.22076,80.45005,6390,?
28.09386,89.51365,6390,窝尖岭
35.02391,77.00581,6389,NJ9842
27.82477,87.15673,6388,塞尔迪姆西峰 / 5峰
30.10642,81.08421,6388,加穷
30.33973,94.93501,6388,纳雍嘎波（Hayyungarpo）
31.02741,78.57324,6387,Kalanag
37.13500,73.25972,6386,Koh-i-Pamir
28.00160,86.51492,6386,?
33.30739,78.19830,6385,Pologongka
-13.78907,-71.22990,6384,Ausangate
36.77917,72.50111,6384,Kachek
39.45967,73.60027,6384,Курумды Восточная-1
28.65159,83.46722,6384,Manapathi East
36.21505,70.97941,6383,?
-24.93194,-66.38988,6380,Cerro del Libertador General San Martín
-24.93202,-66.39026,6380,Nevado de Cachi
33.13805,78.17385,6380,Spangnak Ri North
38.98311,71.80181,6380,Ошанина
28.64761,83.45535,6380,Manapathi
29.28334,82.55271,6380,Kasi Dalpha
29.17320,96.70082,6380,?
29.67437,101.84431,6380,达多漫因
28.48206,98.66416,6379,奶日顶卡
38.91540,72.02429,6378,пик Правды
30.62334,94.58029,6378,孔拉(kona)I
29.39139,96.51921,6377,Noi峰
28.03481,86.80823,6376,西林禅峰
29.76264,101.86998,6376,日乌且峰
-27.21462,-68.56329,6375,WP 2
28.84451,84.34436,6374,Nagoru Lake Peak
30.33150,80.38046,6373,Suj Tilla East
31.04358,79.02174,6373,Kalidhang
38.58307,72.36813,6373,Крыленко
27.73520,86.80023,6373,?
38.96817,71.96259,6372,Кирова
28.81332,84.22694,6372,Pokarkang
42.19918,80.13832,6371,Чапаев чокусу
-32.08309,-70.01809,6370,Cerro La Ramada
42.12008,80.22997,6370,?
28.60128,85.48733,6370,拉峰
28.10289,87.60068,6370,阿玛直米北 I 峰
29.97165,81.13048,6370,Raksha Urai I
28.05152,90.74981,6369,楚热岗 Chura Kang
33.48597,82.22412,6369,?
-15.81599,-68.54330,6368,Illampu
29.55321,101.90742,6368,三连山西北峰
30.10008,81.08094,6368,?
27.73089,86.78930,6367,Kusum Kangguru
38.49143,72.39891,6366,Советских Альпинистов
38.95790,72.09129,6365,Орджоникидзе
28.04907,87.60717,6365,阿玛直米南峰 -Ama Drime South
28.35895,91.12022,6365,?
28.48338,98.67601,6365,扎堆吾学
33.33181,78.18114,6364,Guide Ri
30.32477,95.06654,6364,则普岗日（Zepu Kangri）
35.78452,76.17586,6363,Trango Ri
27.68758,86.90249,6363,Naulekh
28.81197,84.01250,6362,?
27.90046,88.64499,6362,Chombu
28.89308,84.22616,6361,普丽古蒂塞尔
28.06999,90.80430,6361,白章岗日
36.72722,84.64726,6361,?
32.12601,77.76871,6360,Khhang Shiling
28.22805,87.63144,6360,?
27.79526,86.86486,6359,?
30.31472,93.49156,6359,初波日松Chuporisum
27.94831,86.48059,6357,Langdung
-9.03500,-77.66997,6356,Huandoy Oeste
30.22295,80.42057,6355,Panchchuli I
-9.08699,-77.57393,6354,Chopicalqui
30.88100,93.98616,6353,?
30.37710,79.78727,6352,Bethartoli Himal
30.84024,79.37683,6352,Arwa Tower
30.87189,79.27264,6352,?
28.30492,85.60707,6352,错嘎康日
37.56199,75.16474,6351,Mount Lyavirdyr
38.86313,75.12267,6351,?
36.16695,72.37505,6350,Rahman Zom
34.65603,77.84526,6350,Dagarpheth Kangri
38.50452,72.25986,6350,Парижской Коммуны
27.92366,86.52695,6350,?
28.22662,85.75951,6350,?
35.66340,85.61777,6350,耸峙岭
31.45256,78.48504,6349,Phawararang
32.10614,77.68245,6349,Kullu Makalu
39.46972,73.65411,6349,玛里他巴尔山 Пик Заря Востока
28.27575,85.55471,6349,?
32.79227,80.95201,6348,嘎里约
27.82253,87.16951,6347,塞尔迪姆
29.61774,96.05608,6347,格尼岗日
28.30866,85.61566,6346,?
27.96393,88.81150,6346,?
-10.29474,-76.89167,6344,Siula Grande
27.96477,88.21163,6344,龙布茹 Longburu
29.65412,96.04042,6343,德鲁婆拉
30.89712,78.93310,6342,Jogin II
30.98553,79.09975,6340,Svetvarn
29.69019,82.84598,6340,?
29.69422,82.88760,6340,?
27.85308,86.88296,6340,Ombigaichen
36.16513,72.32348,6338,Buni Zom N
28.84480,83.48173,6338,Honde Himal
29.27438,83.85427,6337,?
29.31066,83.86124,6337,?
32.01559,78.72971,6335,Jogse South
27.90296,86.76880,6335,Taboche North
27.76774,86.84361,6335,?
28.63640,84.69466,6335,桑木多康日 Samdo
28.17476,87.60243,6335,帕玛那
29.55183,101.90854,6335,三连山中央峰
30.19490,80.45451,6334,Panchchuli IV
30.43960,80.28369,6334,Bamba Dhura
27.74069,88.01678,6334,Merra
28.01534,88.12809,6334,康团次玛
28.10223,90.58318,6334,查拉康日
30.60228,94.60714,6334,?
35.08647,77.98012,6333,?
27.91594,86.45383,6332,Omi Tso Go
-25.55269,-67.91713,6330,Antofalla Norte
33.04887,78.47855,6330,Mt Ashutosh Ri
33.08997,78.46198,6330,Lagpo North
35.16783,77.08701,6330,Crane
38.88523,75.07248,6330,?
